Estacion,Serie,Lag,ACF,Confianza_95,Confianza_sup,Confianza_inf,N
Calamar,Calamar,117,0.046932338950567316,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,118,0.04810566552392194,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,119,0.0494599137494657,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,120,0.05098410640299099,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,121,0.05267234557277845,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,122,0.05451956390619611,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,123,0.056518658185112904,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,124,0.05866350214315817,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,125,0.06094735202208038,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,126,0.06336057865793931,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,127,0.06589310249449296,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,128,0.06854187000483739,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,129,0.07130108931964718,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,130,0.07416068903595226,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,131,0.07711832408497925,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,132,0.08016882893177886,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,133,0.08330298618754313,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,134,0.08651564588934894,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,135,0.08979592590991053,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
Calamar,Calamar,136,0.09313772391436564,0.01450936597540808,0.01450936597540808,-0.01450936597540808,18248
